edad,estado_civil,tipo_de_vivienda,estrato,nivel_academico,profesion,tipo_contrato,antiguedad_trabajo,cargo,ingresos,gastos,activos,pasivos,origen_fondos,declara_renta,referencias_familiares,es_pep,responsabilidad_fiscal_exterior,tipo_credito,monto_solicitado,destino_credito,scoring_puntaje,favorable,cuotas_pagar
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,8500000,5000000,24000000,57000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,180,No,14
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,10500000,5500000,27000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,175,No,13
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,9000000,4800000,25000000,62000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,170,No,16
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,10000000,5300000,26000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,160,No,15
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,9200000,5100000,23000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,165,No,12
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,11000000,5600000,28000000,67000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,155,No,14
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,8800000,4900000,24000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,150,No,13
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Directivo,9600000,5300000,26000000,65000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,145,No,15
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,10500000,5800000,29000000,69000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,140,No,16
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,9400000,5100000,25000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,150,No,12
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,8800000,5300000,25000000,59000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,180,No,14
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,9500000,5800000,27000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,170,No,13
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,10500000,5600000,29000000,65000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,160,No,15
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9000000,5200000,26000000,63000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,175,No,14
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,11000000,5700000,30000000,67000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,150,No,12
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,8500000,4900000,24000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,165,No,13
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,10200000,5500000,28000000,66000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,145,No,16
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,9400000,5100000,25000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,140,No,15
37,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9200000,5000000,26000000,63000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,155,No,12
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,11500000,6000000,31000000,69000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,150,No,14
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9500000,5500000,22000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,180,No,14
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,10000000,5900000,24000000,65000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,170,No,13
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,8800000,5000000,21000000,62000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,15
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Directivo,9500000,5400000,23000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,175,No,12
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Profesional,9000000,5100000,22000000,63000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,165,No,14
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,10500000,5700000,26000000,67000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,150,No,13
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,9600000,5300000,21000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,155,No,15
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,11500000,6000000,29000000,68000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,145,No,12
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,5,Profesional,8200000,4700000,20000000,61000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,180,No,14
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,10500000,5600000,25000000,65000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,160,No,13
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9000000,5000000,22000000,58000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,190,No,14
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,10000000,5300000,24000000,62000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,180,No,15
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,8800000,5100000,23000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,170,No,13
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,11000000,5600000,25000000,64000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,175,No,12
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,6,Profesional,9800000,5400000,24000000,63000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,160,No,13
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Directivo,10500000,5800000,26000000,66000000,Salario,Sí,2,No,No,Crédito de consumo,25000000,Viajes y turismo,150,No,14
36,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,7,Profesional,8500000,5000000,21000000,60000000,Salario,Sí,2,No,No,Crédito de consumo,21000000,Viajes y turismo,185,No,12
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,11500000,6000000,28000000,67000000,Salario,Sí,2,No,No,Crédito de consumo,24000000,Viajes y turismo,165,No,13
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,11000000,5700000,27000000,65000000,Salario,Sí,2,No,No,Crédito de consumo,23000000,Viajes y turismo,160,No,14
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,7,Directivo,10200000,5500000,24000000,62000000,Salario,Sí,2,No,No,Crédito de consumo,22000000,Viajes y turismo,155,No,12
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8000000,9500000,50000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,190,No,14
40,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8500000,9500000,54000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,13
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,7000000,8800000,60000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,185,No,15
39,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Directivo,7800000,10000000,56000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,170,No,14
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,8200000,9200000,55000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,165,No,13
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,10000000,48000000,10000000,Salario,Sí,2,No,No,Crédito de consumo,14000000,Viajes y turismo,175,No,12
41,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,8100000,9600000,51000000,8000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,180,No,14
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,8600000,10000000,59000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,175,No,15
36,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,7500000,9000000,52000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,165,No,12
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8700000,10000000,58000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,180,No,14
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8200000,9500000,50000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,190,No,14
41,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,7700000,8800000,56000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,13
40,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,8900000,9800000,54000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,180,No,15
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8000000,9500000,59000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,175,No,14
43,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,8500000,10000000,52000000,9000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,170,No,12
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,7200000,9000000,60000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,190,No,13
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,7900000,9500000,57000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,185,No,14
44,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,7800000,10000000,60000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,165,No,15
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,8600000,9500000,56000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,175,No,14
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8000000,9500000,52000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,190,No,12
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8200000,9500000,48000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,190,No,14
42,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,7700000,9500000,52000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,13
39,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,9800000,53000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,185,No,14
44,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,8000000,10000000,57000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,175,No,12
41,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,7800000,9300000,54000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,180,No,15
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,7900000,9500000,59000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,165,No,14
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8300000,10000000,51000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,190,No,13
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,8000000,9800000,54000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,180,No,12
37,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8000000,10000000,60000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,170,No,13
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,8600000,9500000,58000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,180,No,14
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8500000,9500000,52000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,180,No,14
42,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,7900000,9500000,54000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,13
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,8200000,9700000,55000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,175,No,14
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,8000000,10000000,57000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,13
44,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,7800000,9800000,54000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,12
43,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,8500000,9900000,56000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,190,No,14
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8100000,9600000,53000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,170,No,15
36,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,7900000,9500000,58000000,12500000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,13
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,8300000,10000000,60000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,20000000,Viajes y turismo,165,No,12
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,8000000,9600000,55000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,190,No,14
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8000000,9500000,53000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,180,No,14
40,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8500000,10000000,58000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,175,No,13
42,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,7800000,10000000,55000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,190,No,12
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8200000,9600000,56000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,165,No,14
41,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,8000000,9500000,60000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,185,No,13
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8300000,9800000,58000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,170,No,12
44,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,7800000,10000000,55000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,160,No,15
43,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8500000,9600000,59000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,180,No,13
45,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,8100000,9900000,57000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,165,No,12
36,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8300000,10000000,56000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,170,No,14
38,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8000000,9500000,53000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,180,No,14
39,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8500000,10000000,58000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,185,No,13
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,7800000,10000000,55000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,190,No,12
42,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,8200000,9800000,56000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,165,No,15
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,8000000,9600000,60000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,175,No,13
44,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Directivo,8600000,10000000,59000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,170,No,14
37,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,8,Profesional,7900000,9600000,54000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,160,No,13
43,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8300000,10000000,57000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,165,No,12
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8000000,10000000,55000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,12
45,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,8600000,9800000,60000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,175,No,13
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8200000,9500000,54000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,180,No,14
41,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,8300000,9700000,58000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,13
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8500000,10000000,55000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,190,No,15
42,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,7800000,9800000,56000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,175,No,12
40,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8700000,10000000,59000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,170,No,14
43,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,8100000,9600000,53000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,180,No,12
38,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,13,Directivo,8600000,9900000,60000000,11000000,Salario,Sí,2,No,No,Crédito de consumo,19000000,Viajes y turismo,160,No,15
44,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Profesional,8100000,9600000,55000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,165,No,13
41,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8400000,9800000,57000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,175,No,14
39,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8200000,9900000,54000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,180,No,13
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8100000,9500000,50000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,180,No,13
40,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,8500000,10000000,54000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,190,No,14
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,9900000,56000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,15
42,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,8000000,9500000,52000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,170,No,12
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,8500000,10000000,58000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,175,No,14
40,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8100000,9500000,51000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,160,No,13
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8200000,9600000,53000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,12
39,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8300000,9800000,54000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,165,No,13
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8700000,10000000,57000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,170,No,14
44,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,7900000,9500000,56000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,160,No,12
36,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8100000,9500000,50000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,180,No,13
40,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,8500000,10000000,54000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,190,No,14
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8800000,9900000,56000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,15
42,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,11,Profesional,8000000,9500000,52000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,170,No,12
41,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,14,Directivo,8500000,10000000,58000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,175,No,14
40,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,10,Profesional,8100000,9500000,51000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,160,No,13
43,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,12,Directivo,8200000,9600000,53000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,185,No,12
39,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,9,Profesional,8300000,9800000,54000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,165,No,13
42,Casado,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,11,Directivo,8700000,10000000,57000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,18000000,Viajes y turismo,170,No,14
44,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,15,Profesional,7900000,9500000,56000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,160,No,12
37,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,10,Directivo,8000000,9500000,51000000,14000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,180,No,13
41,Unión Libre,Propia,6,Posgrado,2145,Contrato de trabajo a término indefinido,12,Profesional,8300000,10000000,54000000,12000000,Salario,Sí,2,No,No,Crédito de consumo,15000000,Viajes y turismo,190,No,14
39,Casado,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,9,Directivo,8500000,9800000,53000000,13000000,Salario,Sí,2,No,No,Crédito de consumo,16000000,Viajes y turismo,175,No,12
42,Unión Libre,Propia,5,Posgrado,2145,Contrato de trabajo a término indefinido,13,Profesional,7800000,10000000,56000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,17000000,Viajes y turismo,165,No,15
